name,img_url,type,thc_level,most_common_terpene,description,relaxed,happy,euphoric,uplifted,sleepy,dry_mouth,dry_eyes,dizzy,paranoid,anxious,stress,pain,depression,anxiety,insomnia,hungry,talkative,headache,ptsd,creative,energetic,fatigue,focused,giggly,lack_of_appetite,nausea,headaches,bipolar_disorder,cancer,tingly,cramps,aroused,gastrointestinal_disorder,inflammation,muscle_spasms,eye_pressure,migraines,asthma,anorexia,arthritis,add/adhd,muscular_dystrophy,hypertension,glaucoma,pms,seizures,spasticity,spinal_cord_injury,fibromyalgia,crohn's_disease,phantom_limb_pain,epilepsy,multiple_sclerosis,parkinson's,tourette's_syndrome,alzheimer's,hiv/aids,tinnitus
BreathMints,,,17%,Caryophyllene,"BreathMints is a marijuana strain. We’re still learning about the flavors and effects of BreathMints. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Bubble Mint,,,,,"Bubble Mint is a marijuana strain. We’re still learning about the flavors and effects of Bubble Mint. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Candy Cream,,,23%,,"Candy Cream is a marijuana strain. We’re still learning about the flavors and effects of Candy Cream. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Caramelitos,,,,,"Caramelitos is a marijuana strain. We’re still learning about the flavors and effects of Caramelitos. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Cherry Icee,,,,,"Cherry Icee is a marijuana strain. We’re still learning about the flavors and effects of Cherry Icee. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Cherry Star,,,20%,Terpinolene,"Cherry Star is a marijuana strain. We’re still learning about the flavors and effects of Cherry Star. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",100%,100%,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Citrus Funk,,,24%,Pinene,"Citrus Funk is a marijuana strain. We’re still learning about the flavors and effects of Citrus Funk. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Clem Breath,,,27%,Limonene,"Clem Breath is a marijuana strain. We’re still learning about the flavors and effects of Clem Breath. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Cliff Racer,,,20%,Caryophyllene,"Cliff Racer is a marijuana strain. We’re still learning about the flavors and effects of Cliff Racer. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Cookie Chip,,,,,"Cookie Chip is a marijuana strain. We’re still learning about the flavors and effects of Cookie Chip. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
David Lemon,,,,,"David Lemon is a marijuana strain. We’re still learning about the flavors and effects of David Lemon. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Desert Ruby,,,,,"Desert Ruby is a marijuana strain. We’re still learning about the flavors and effects of Desert Ruby. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Dragon Lady,,,23%,Myrcene,"Dragon Lady is a marijuana strain. We’re still learning about the flavors and effects of Dragon Lady. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Durban Dawg,,,18%,Terpinolene,"Durban Dawg is a marijuana strain. We’re still learning about the flavors and effects of Durban Dawg. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Dutch Apple,,,,,"Dutch Apple is a marijuana strain. We’re still learning about the flavors and effects of Dutch Apple. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Flatbrainer,,,29%,Caryophyllene,"Flatbrainer is a marijuana strain. We’re still learning about the flavors and effects of Flatbrainer. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Flying Bobo,,,,,"Flying Bobo is a marijuana strain. We’re still learning about the flavors and effects of Flying Bobo. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Formula Won,,,,,"Formula Won is a marijuana strain. We’re still learning about the flavors and effects of Formula Won. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Fuego Verde,,,,,"Fuego Verde is a marijuana strain. We’re still learning about the flavors and effects of Fuego Verde. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Gelato Kush,,,,,"Gelato Kush is a marijuana strain. We’re still learning about the flavors and effects of Gelato Kush. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Gelato Noir,,,17%,Limonene,"Gelato Noir is a marijuana strain. We’re still learning about the flavors and effects of Gelato Noir. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Grape Durbs,,,23%,Terpinolene,"Grape Durbs is a marijuana strain. We’re still learning about the flavors and effects of Grape Durbs. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Grape Tahoe,,,,,"Grape Tahoe is a marijuana strain. We’re still learning about the flavors and effects of Grape Tahoe. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Grape Train,,,21%,Myrcene,"Grape Train is a marijuana strain. We’re still learning about the flavors and effects of Grape Train. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Güatú Skunk,,,,,"Güatú Skunk is a marijuana strain. We’re still learning about the flavors and effects of Güatú Skunk. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Hamma Hamma,,,,,"Hamma Hamma is a marijuana strain. We’re still learning about the flavors and effects of Hamma Hamma. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Head Doctor,,,21%,Myrcene,"Head Doctor is a marijuana strain. We’re still learning about the flavors and effects of Head Doctor. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Hell Monkey,,,15%,Myrcene,"Hell Monkey is a marijuana strain. We’re still learning about the flavors and effects of Hell Monkey. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Humpty XIII,,,,,"Humpty XIII is a marijuana strain. We’re still learning about the flavors and effects of Humpty XIII. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
In Da Couch,,,,,"In Da Couch is a marijuana strain. We’re still learning about the flavors and effects of In Da Couch. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Jam Session,,,,,"Jam Session is a marijuana strain. We’re still learning about the flavors and effects of Jam Session. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Juice Boxxx,,,,,"Juice Boxxx is a marijuana strain. We’re still learning about the flavors and effects of Juice Boxxx. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Kandy Crack,,,,,"Kandy Crack is a marijuana strain. We’re still learning about the flavors and effects of Kandy Crack. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
KickFlip #6,,,,,"KickFlip #6 is a marijuana strain. We’re still learning about the flavors and effects of KickFlip #6. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Too Buku,,Hybrid,,,"Too Buku is a hybrid marijuana strain. We're still learning about the flavors and effects of Too Buku - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Dead Bread,,Hybrid,,,"Dead Bread is a hybrid marijuana strain. We're still learning about the flavors and effects of Dead Bread - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Purple Monkey Ghani,,Hybrid,,,"Purple Monkey Ghani is a hybrid marijuana strain. We're still learning about the flavors and effects of Purple Monkey Ghani - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Buku Ghani,,Hybrid,,,"Buku Ghani is a hybrid marijuana strain. We're still learning about the flavors and effects of Buku Ghani - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Monk Juice,,Hybrid,22%,Terpinolene,"Monk Juice is a hybrid marijuana strain. We're still learning about the flavors and effects of Monk Juice - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
God's Paintbrush,,Hybrid,,,"God's Paintbrush is a hybrid marijuana strain. We're still learning about the flavors and effects of God's Paintbrush - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Goat Fuel,,Hybrid,,,"Goat Fuel is a hybrid marijuana strain. We're still learning about the flavors and effects of Goat Fuel - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Nikah #3,,Hybrid,,,"Nikah #3 is a hybrid marijuana strain. We're still learning about the flavors and effects of Nikah #3 - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
New Berry #6,,Hybrid,,,"New Berry #6 is a hybrid marijuana strain. We're still learning about the flavors and effects of New Berry #6  - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Cosmic Serpent #10,,Hybrid,,,"Cosmic Serpent #10 is a hybrid marijuana strain. We're still learning about the flavors and effects of Cosmic Serpent #10 - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Love Triangle #25,,Hybrid,,,"Love Triangle #25 is a hybrid marijuana strain. We're still learning about the flavors and effects of Love Triangle #25 - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Deep Line Academy,,Hybrid,,,"Deep Line Academy is a hybrid marijuana strain. We're still learning about the flavors and effects of Deep Line Academy - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Sour Gas,,,,,"Sour Gas is a marijuana strain. We’re still learning about the flavors and effects of Sour Gas. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Sour Ray,,,17%,Limonene,"Sour Ray is a marijuana strain. We’re still learning about the flavors and effects of Sour Ray. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Spark OG,,,17%,Myrcene,"Spark OG is a marijuana strain. We’re still learning about the flavors and effects of Spark OG. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Squirr't,,,,,"Squirr't is a marijuana strain. We’re still learning about the flavors and effects of Squirr't. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Starlord,,,,,"Starlord is a marijuana strain. We’re still learning about the flavors and effects of Starlord. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
