name,img_url,type,thc_level,most_common_terpene,description,relaxed,happy,euphoric,uplifted,sleepy,dry_mouth,dry_eyes,dizzy,paranoid,anxious,stress,pain,depression,anxiety,insomnia,hungry,talkative,headache,ptsd,creative,energetic,fatigue,focused,giggly,lack_of_appetite,nausea,headaches,bipolar_disorder,cancer,tingly,cramps,aroused,gastrointestinal_disorder,inflammation,muscle_spasms,eye_pressure,migraines,asthma,anorexia,arthritis,add/adhd,muscular_dystrophy,hypertension,glaucoma,pms,seizures,spasticity,spinal_cord_injury,fibromyalgia,crohn's_disease,phantom_limb_pain,epilepsy,multiple_sclerosis,parkinson's,tourette's_syndrome,alzheimer's,hiv/aids,tinnitus,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
Cracker Jack,,Sativa,20%,Terpinolene,This cannabis sativa strain combines Jack Herer with Green Crack to produce a potent buzz.  ,0%,59%,53%,51%,0%,18%,12%,6%,7%,1%,43%,16%,24%,37%,0%,0%,0%,0%,0%,54%,67%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.034,0.0,0.006,0.004,0.001,0.0,0.007,0.004,0.151,0.923,0.002,0.119,0.052,0.031,0.312,0.104,,0.08,0.088,0.014,0.0,,0.98,0.0,20.74,0.01,0.0,0.07,0.0,0.0,0.0,0.87,0.14,0.0,
Fruity Chronic Juice,,Indica,16%,Pinene,"Fruity Chronic Juice, bred by Delicious Seeds, is an indica-dominant cross of White Widow and Chronic that is short in stature but can stretch tall when given enough room for the roots to spread. It expresses itself with an array of citrus flavors, like orange and grapefruit, that give way to subtle undertones of pine and hash on exhale. The potent effects balance between physical relaxation and cerebral energy to create a well-rounded buzz that is both calming and creative. ",61%,54%,48%,41%,0%,12%,16%,3%,0%,6%,29%,25%,22%,0%,19%,0%,35%,3%,0%,0%,0%,0%,0%,0%,22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.086,0.624,0.0,0.208,0.36,,0.24,0.089,0.0,0.0,,1.15,0.0,19.27,0.0,0.0,0.07,0.0,0.0,0.03,0.61,0.07,0.01,
White Dream,,Hybrid,,,"A cross between two epic sativa-dominant strains, Blue Dream and White Widow, White Dream is sure to please fans of potent hybrids as it has tested at over 24% THC. The effect is a combination of the energizing and creative cerebral high of the Blue Dream with the intense body buzz of the White Widow.",53%,69%,0%,69%,0%,19%,3%,3%,0%,7%,42%,30%,42%,26%,0%,0%,0%,3%,0%,0%,50%,0%,46%,0%,0%,0%,26%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.082,0.0,0.0,0.062,0.0,0.147,0.029,0.0,0.138,0.2,0.42,0.0,0.566,0.542,,0.23,0.262,0.0,0.0,,1.81,0.0,82.93,0.0,0.0,0.19,0.0,0.0,0.0,2.62,0.19,0.0,
Afghan Haze,,Hybrid,16%,Myrcene,"Afghan Haze is a sativa-dominant hybrid that combines a resinous Afghani indica with a sweet-smelling Haze sativa. Created by former Sensi breeder Nevil Schoenmaker and Shantibaba of Mr. Nice Seeds, Afghan Haze balances energizing cerebral invigoration with soothing full-body effects. Its clear-headed relief allows patients to treat pain, depression, and appetite loss during the day, and heavier doses can help ease the mind and body into peaceful sleep. Afghan Haze may have an excruciatingly long indoor flowering time of 10 weeks, but the large harvests of potent, crystal-covered buds are worth waiting for.",51%,48%,41%,43%,0%,21%,9%,12%,0%,0%,29%,21%,29%,0%,0%,0%,0%,4%,0%,43%,0%,19%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.022,0.01,0.0,0.0,0.0,0.0,0.053,0.0,0.015,0.036,0.105,0.065,0.0,0.253,0.162,,0.11,0.777,0.0,0.0,,0.29,0.01,24.8,0.02,0.0,0.09,0.0,0.0,0.0,1.29,0.13,0.03,
Golden Tangie,,Sativa,16%,Terpinolene,"Golden Tangie by Calyx Garden is a sativa-dominant strain with tropical terpenes and stimulating effects. It was created by combining Golden Goat and Tangie, forming a pungent and sticky flower that smells of citrus and pine. This strain’s invigorating effects can be immediately felt in the head, neck, and shoulders. Golden Tangie elevates the mood while dissipating stress as its potent euphoria settles into the body. Consumers seeking to overcome fatigue and remain active should consider this sativa. ",66%,50%,100%,66%,0%,0%,0%,0%,0%,16%,50%,0%,33%,50%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,33%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.026,0.006,0.004,0.003,0.0,0.058,0.0,0.053,0.008,0.53,0.021,0.075,0.273,0.017,0.224,0.551,,0.166,0.103,0.01,0.0,,0.65,0.0,17.15,0.0,0.0,0.05,0.0,0.0,0.0,0.3,0.09,0.0,
Northern Skunk,,Hybrid,15%,Pinene,"Northern Skunk is a marijuana strain. We’re still learning about the flavors and effects of Northern Skunk. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",59%,72%,56%,45%,0%,31%,22%,0%,0%,4%,45%,43%,27%,0%,25%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.228,0.0,0.0,0.0,0.207,0.082,0.0,0.692,1.33,,0.163,1.081,0.0,0.0,,1.86,0.0,27.26,0.0,0.0,0.05,0.0,0.0,0.0,0.86,0.11,0.0,
Suzy Q,,Hybrid,11%,Pinene,"Suzy Q is a high-CBD, low-THC strain with a piney taste that helps treat symptoms with little to no euphoric high. This hybrid is great for daytime use or by those who want to relieve chronic pain, nausea, arthritis, muscle spasms, and anxiety without intoxicating effects.     ",50%,0%,0%,38%,23%,19%,19%,0%,0%,0%,26%,53%,0%,0%,0%,23%,0%,15%,0%,0%,0%,19%,30%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,30%,26%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.004,0.012,0.0,0.0,0.117,0.0,0.0,0.0,0.0,0.01,0.162,0.381,0.0,0.333,0.703,,0.144,0.041,0.0,0.0,,0.09,0.0,0.62,0.0,0.0,16.35,0.57,0.02,0.41,0.19,0.04,0.06,
Sweet Black Angel,,Indica,15%,Myrcene,"Samsara Seeds crossed two very different strains, the sativa-dominant Super Silver Haze and pure indica Black Domina, to create an easy-to-grow, quick-flowering indica-dominant hybrid that produces heavy yields of high-quality flowers. Sweet Black Angel presents a sweet musky odor with undertones of blackberry, and a relaxing body high most suitable for nighttime use for the treatment of pain, anxiety, and insomnia.",69%,47%,58%,27%,55%,19%,13%,0%,0%,0%,30%,25%,36%,30%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.009,0.038,0.761,0.0,0.135,2.114,,0.222,0.333,0.0,0.0,,0.62,0.0,17.19,0.0,0.0,0.04,0.0,0.0,0.0,1.02,0.07,0.0,
Banana Glue,,Hybrid,18%,Myrcene,Banana Glue is a hybrid marijuana strain made by crossing Banana with Glue to create a dessert of a strain. Banana Glue features effects that will make your entire body buzz. This strain has an aroma that smells gassy with undertones of chocolate and lemon. Growers say Banana Glue comes in dense nugs that are covered in trichomes.,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.02,0.029,0.0,0.002,0.0,0.0,0.093,0.042,0.01,0.083,0.244,0.141,0.0,0.824,0.589,,0.159,0.636,0.0,0.0,,2.6,0.0,80.74,0.0,0.0,0.16,0.0,0.0,0.0,1.11,0.45,0.0,
Mickey Kush,,Sativa,17%,Caryophyllene,"Mickey Kush is a 75% sativa cross between Sweet Irish Kush and Jack The Ripper. These potent buds offer an earthy, kush flavor with lemon undertones, and deliver energetic, focused effects. Mickey Kush is renowned for its high THC and CBG cannabinoid content, making it a prime choice for tumor treatment, alleviating nausea, pain, and depression. These indoor or outdoor plants reach a medium height with a moderate to heavy yield, flowering between 7 and 8 weeks.",38%,58%,38%,58%,0%,17%,9%,1%,3%,3%,31%,22%,31%,23%,0%,0%,0%,0%,0%,0%,36%,19%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.012,0.026,0.0,0.0,0.072,0.0,0.12,0.0,0.004,0.031,0.166,0.048,0.0,0.451,0.254,,0.066,0.431,0.0,0.0,,5.62,0.0,20.31,0.04,0.03,0.09,0.05,0.0,0.0,0.51,0.33,0.06,
Brain Candy,,Hybrid,18%,Limonene,"Brain Candy by Insanity Strains is a handy hybrid to help get things done. It’s a balanced cross of The Loops, White Widow, and Northern Lights. The onset of this strain is heady and alert, offering positive and motivational energy. These uplifting effects settle down into the body over time and eventually lead to couch-lock with continued consumption. Brain Candy’s arc of effects make it a helpful companion for consumers combating depression and stress.  ",50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,50%,0%,0%,0%,50%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.003,0.0,0.062,0.007,0.001,0.0,0.0,0.239,0.012,0.069,0.14,0.31,0.036,0.0,0.842,0.179,,0.028,0.028,0.004,0.0,,4.08,0.0,77.17,0.0,0.0,0.18,0.0,0.0,0.0,1.21,0.45,0.13,
Southern Lights,,Sativa,13%,Myrcene,"Southern Lights, formerly known as White Star, from Delta 9 Labs takes NYC Diesel and adds just a touch of earthy indica flavor from Sensi Star to the mix. The cerebral sativa effects are led by a pungent, fruity musk that invigorates and uplifts the senses. The elevated head buzz is eventually displaced by relaxing body effects, an attribute that can be enhanced by extending the flowering cycle beyond 11 weeks.",50%,0%,83%,83%,0%,16%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,66%,0%,0%,50%,0%,0%,0%,16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.078,0.0,0.0,0.077,0.0,0.0,0.215,0.259,,0.003,0.001,0.0,0.0,,0.62,0.0,14.19,0.0,0.0,0.02,0.0,0.0,0.0,1.24,0.11,0.0,
Nina Limone,,Sativa,19%,Terpinolene,"Nina Limone by Colorado Seed Inc. is a stimulating citrus-heavy cross of Super Lemon Haze and Rebel God Smoke. While this strain produces beautiful, rich nuggets of hard, resinous flower, the yield is small and unsuitable for mass production, but may still be found in special, rare quantities. Instead, CO Seed Inc. bred a series of strains to capture and stabilize the tropical qualities of Nina Limone in tandem with strains like Gupta Kush, Flo, Hawaiian Sunrise, and Silver Back. ",0%,75%,87%,62%,0%,12%,0%,0%,0%,12%,25%,25%,37%,37%,0%,0%,50%,0%,0%,0%,62%,0%,0%,0%,0%,0%,0%,0%,0%,0%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.662,4.002,0.098,0.667,0.236,0.0,2.193,0.79,,0.424,0.648,0.0,0.0,,77.17,0.0,0.0,0.52,0.7,0.0,0.16,0.0,0.0,0.0,2.29,0.79,
Chocolope Kush,,Hybrid,16%,Myrcene,"Chocolope Kush, also known as Chocolate Kush, is a sativa-dominant strain is from the lineage of Chocolope (multiple Cannabis Cup winner) and Kosher Kush. Kosher Kush has been the front runner in each cannabis event it has competed in and has been published by High Times as the 7th overall strongest strain in the world. The buds on Chocolope Kush are dense and dark colored with a large amount of white crystals. It is known to have the aroma of vanilla mixed with chocolate. The high is described as a heavy cerebral one.",47%,45%,43%,41%,0%,42%,21%,12%,10%,0%,49%,34%,25%,31%,24%,0%,0%,11%,0%,37%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.011,0.008,0.0,0.0,0.044,0.0,0.185,0.0,0.007,0.0,0.05,0.039,0.0,0.112,0.636,,0.062,0.336,0.0,0.0,,0.73,0.0,22.82,0.0,0.0,0.09,0.0,0.0,0.0,0.79,0.1,0.0,
Alien Hallucination,,Hybrid,20%,Pinene,"Alien Hallucination is a hybrid cannabis strain that is believed to be a cross between the sedating Tahoe Alien and LSD, a classic Amsterdam hybrid known for its trippy head buzz. Bred by Alien Genetics, this strain will abduct the mind while your body remains anchored in deep physical relaxation.",48%,59%,62%,48%,0%,18%,11%,3%,11%,3%,40%,22%,33%,22%,0%,0%,0%,0%,0%,44%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.055,0.108,0.0,0.03,0.059,0.486,0.0,0.241,0.513,,0.131,0.114,0.0,0.0,,0.52,0.0,22.57,0.01,0.0,0.05,0.0,0.0,0.0,1.08,0.05,0.0,
Valentine X,,Hybrid,13%,Myrcene,"Named for St. Valentine, the patron saint of epilepsy, Valentine X is a 50/50 hybrid sought after for its exceptional healing powers and a CBD:THC ratio of 25:1. It is a variant of the remarkable ACDC that is cherished for its healing properties. Many find Valentine X to be a great help for seizure disorders, inflammation, and when treating cancer. In addition to its medicinal effects this strain is known to spark creative thinking.",61%,0%,38%,38%,0%,7%,0%,0%,0%,0%,46%,46%,30%,53%,0%,0%,0%,0%,0%,53%,0%,0%,38%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,38%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.009,0.027,0.0,0.0,0.195,0.0,0.034,0.0,0.004,0.224,0.113,0.612,0.0,0.351,1.7,,0.286,0.14,0.001,0.0,,0.06,0.0,0.62,0.0,0.0,16.93,0.33,0.0,0.04,0.77,0.05,0.04,
The Gift,,Hybrid,15%,Limonene,"The Gift is a Ringo’s Gift backcross created from seeds gifted to UV Organics by Lawrence Ringo’s son. This potent CBD-dominant hybrid offers a slight bent on the original Ringo’s Gift genetics in terms of flavor and aroma while keeping its robust cannabinoid profile intact. The Gift creates massive CBD/THC ratios like its forebear, but offers sweeter, fruit-forward notes that contrast against the foresty bouquet of Ringo’s Gift. This strain is ideal for consumers seeking calming, anti-inflammatory effects without much headiness due to its nearly nonexistent THC content.    ",66%,0%,0%,66%,0%,0%,0%,0%,0%,0%,50%,50%,0%,66%,0%,0%,0%,0%,0%,0%,50%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.033,0.132,0.0,0.003,0.299,0.0,0.23,0.003,0.01,0.509,0.28,1.399,0.0,0.774,6.149,,0.645,0.735,0.002,0.0,,0.58,0.0,2.54,0.0,0.0,64.22,3.47,0.0,0.41,0.74,0.27,0.32,
Crypt,,Hybrid,16%,Myrcene,"Crypt from Northern California is an indica-dominant hybrid with a mysterious lineage. Its aroma falls on the border between sweet and sour, blending pine, lemon, and cheese flavors.",87%,62%,62%,37%,0%,37%,12%,0%,12%,0%,50%,37%,37%,0%,0%,0%,0%,12%,0%,0%,0%,0%,62%,0%,0%,0%,37%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,37%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.013,0.003,0.0,0.0,0.0,0.0,0.0,0.019,0.084,0.309,0.022,0.017,0.031,0.008,0.064,0.394,,0.056,0.134,0.006,0.0,,0.41,0.0,17.83,0.0,0.0,0.05,0.0,0.0,0.0,0.59,0.05,0.0,
Puna Budder,,Hybrid,20%,Myrcene,"Puna Budder is a hybrid of Hawaiian and Afghani landraces bred by T.H. Seeds. The tropical influence of Hawaiian genetics creates an invigorating aroma and flavor palate, while the stable Afghani genes minimize Puna Budder’s flowering cycle down to a respectable 55-60 days.",55%,55%,55%,66%,0%,22%,22%,0%,0%,11%,55%,0%,33%,44%,0%,0%,44%,11%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.243,0.0,0.0,0.0,0.119,0.059,0.0,0.371,0.971,,0.118,0.67,0.0,0.0,,1.07,0.0,27.15,0.0,0.0,0.07,0.0,0.0,0.0,0.51,0.11,0.0,
Pineapple Thai,,Sativa,17%,Myrcene,"Pineapple Thai is a strain that sets itself apart from the rest with a high 5% CBD content. This flower’s attractiveness comes from its ability to administer powerful pain relief without sedation, embodying true hybrid effects. Although Pineapple Thai is an option for daytime use, its strength may lead to a nighttime preference. Patients who desire the powerful medicinal effects of cannabis without the psychoactive inundation will find Pineapple Thai to be a staple in their arsenal.",38%,63%,0%,52%,0%,22%,16%,4%,1%,0%,50%,42%,27%,26%,0%,0%,0%,1%,0%,41%,0%,16%,47%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.004,0.04,0.0,0.001,0.002,0.0,0.035,0.423,0.001,0.015,0.278,0.163,0.0,0.721,2.151,,0.077,0.074,0.0,0.0,,0.67,0.03,15.74,0.01,0.0,0.06,0.0,0.0,0.0,0.35,0.04,0.04,
Silver Cheese,,Hybrid,19%,Caryophyllene,"Coming from Big Buddha Seeds in the UK, Silver Cheese crosses Super Silver Haze and Big Buddha Cheese to create an outstanding strain. The sativa-dominant plant has the typical cheese aroma with the addition of a distinct hazy influence. The balanced, uplifting high will help you forget any physical discomforts. Give Silver Cheese a try next time you’re looking for a new daytime smoke with a unique terpene profile.",50%,50%,75%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.017,0.019,0.001,0.001,0.0,0.0,0.451,0.003,0.011,0.011,0.267,0.058,0.0,0.635,0.283,,0.114,0.763,0.001,0.0,,0.46,0.0,23.86,0.0,0.0,0.05,0.0,0.0,0.0,1.06,0.09,0.0,
Lemon Fire,,Hybrid,20%,Myrcene,Lemon Fire is a hybrid that won Best U.S. Concentrate in the 2014 Washington Cannabis Cup by Mr. B Extracts. ,50%,50%,50%,37%,0%,25%,12%,0%,0%,0%,25%,25%,50%,0%,0%,0%,0%,12%,0%,0%,0%,0%,37%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.005,0.002,0.0,0.0,0.0,0.0,0.117,0.0,0.005,0.078,0.085,0.023,0.0,0.258,0.451,,0.046,0.23,0.0,0.0,,0.59,0.0,20.96,0.0,0.0,0.05,0.0,0.0,0.0,0.23,0.05,0.0,
Truffula Tree,,Hybrid,18%,Caryophyllene,"Bred by Humboldt Seed Company, Truffula Tree produces large bright purple buds that resemble its namesake. With genetics stemming from Cookie Monster, Kandy Kush, and Humboldt OG, Truffula Tree was bred with the goal of creating a strain that retrains GSC attributes while producing larger colas for bigger yields. An indica-dominant hybrid, Truffula Tree has a sweet taste and smell that’s just as uplifting as its high, making it perfect for a day of exploration.",33%,66%,66%,66%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.009,0.011,0.0,0.0,0.085,0.002,0.07,0.004,0.012,0.076,0.2,0.033,0.0,0.697,0.301,,0.065,0.376,0.0,0.0,,0.37,0.0,22.52,0.0,0.0,0.07,0.0,0.0,0.01,0.35,0.05,0.0,
Sweet Jesus,,Sativa,,,"Sweet Jesus, produced by Liberty Farms, is believed to be a Jesus OG phenotype. Jesus OG was originally bred by TGA Subcool Seeds, who crossed Jack the Ripper and Hell’s OG. This sativa-dominant cut offers euphoric cerebral effects and eases the body into a calm state. Its aroma and flavor carry touches of citrus and berry. With this uplifting aroma and an invigorating high, Sweet Jesus a perfect choice for afternoon bike rides or walks. ",42%,42%,0%,71%,0%,0%,0%,0%,0%,0%,28%,0%,28%,0%,0%,0%,0%,0%,0%,0%,71%,14%,57%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.047,0.28,0.0,0.0,1.372,0.0,0.894,6.716,0.316,0.144,1.079,1.132,0.0,3.411,11.997,,0.568,2.05,0.0,0.0,,12.14,0.0,31.3,0.0,0.0,0.27,0.0,0.0,0.0,0.97,0.54,0.19,
Milk Bone,,Hybrid,23%,Limonene,"Milk Bone is a marijuana strain. We’re still learning about the flavors and effects of Milk Bone. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.041,0.077,0.0,0.0,0.0,0.0,0.418,0.0,0.014,0.238,0.519,0.17,0.0,1.67,0.158,,0.242,1.557,0.0,0.0,,10.6,0.0,59.48,0.05,0.0,0.12,0.0,0.0,0.0,5.03,0.83,0.31,
Dream Beaver,,Sativa,20%,Myrcene,"Dream Beaver by Bodhi Seeds is a sativa-dominant strain that crosses Dirty Hippy (an Afghooey-Blockhead hybrid) with Appalachia. With subdued flavors of fresh cedar and earthy spice, Dream Beaver deals a mellow buzz that lets you stay active, productive, and social. This sativa is a great choice for unleashing laughing fits and creative sparks on those days when your mood and motivation could use a lift.",0%,73%,52%,55%,0%,32%,8%,5%,0%,5%,26%,11%,29%,26%,0%,0%,0%,0%,0%,50%,50%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.009,0.024,0.0,0.005,0.0,0.003,0.027,0.066,0.006,0.011,0.175,0.427,0.0,0.474,1.953,,0.21,0.309,0.0,0.0,,1.22,0.0,21.1,0.0,0.0,0.05,0.0,0.0,0.0,0.78,0.11,0.0,
Big Sur Holy Weed,,Sativa,19%,Myrcene,"Big Sur Holy Bud is a sativa bred by Bodhi Seeds. This plant has an indica structure, with purple/pink hued buds that offer a blueberry, menthol aroma and effects true to its sativa heritage. This strain can be grown indoors and outdoors.",45%,63%,45%,59%,0%,27%,13%,0%,0%,0%,54%,31%,45%,27%,0%,0%,0%,0%,0%,0%,45%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.016,0.011,0.0,0.006,0.0,0.0,0.078,0.67,0.008,0.034,0.085,0.472,0.0,0.25,0.56,,0.236,0.586,0.0,0.0,,1.66,0.01,19.04,0.01,0.0,0.07,0.0,0.0,0.0,0.28,0.12,0.02,
Pineapple Sage,,Sativa,21%,Terpinolene,"Pineapple Sage by Love Genetics is a backcross of CBD Rich Blessing with a unique expression of recessive genetics. It boasts a strong THC-dominant cannabinoid profile despite being created from relatively balanced 2:1 THC/CBD strains. This unique expression of the CBD Rich Blessing yields a tropical and herbal terpene profile of citrus and sage with effects that are centered and sativa-forward. Pineapple Sage is motivating and optimistic without being overstimulating, making it a helpful companion for active cannabis consumers.",0%,90%,0%,90%,0%,30%,0%,0%,0%,0%,50%,0%,20%,60%,0%,0%,0%,10%,0%,70%,50%,0%,50%,0%,0%,0%,30%,0%,0%,0%,30%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.035,0.009,0.004,0.007,0.002,0.011,0.0,0.054,0.18,0.858,0.021,0.042,0.076,0.027,0.13,0.302,,0.102,0.29,0.021,0.003,,4.73,0.0,19.87,0.0,0.0,0.07,0.0,0.0,0.0,1.82,0.22,0.03,
